ECH;Size;Family;Genus;Species;Sex;Espece_Conc;Line;Coll.;Det.;ID;Municipality;Address;Latitude;Longitude;Nest number;Nest length [m];Nest size [m];Date;P;Pavement type;Pavement location
7;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison
11;2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir
11;2,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir
11;1,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir
11;1,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir
11;1,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir
11;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir
15;0,6;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir
15;1,3;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir
15;0,6;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir
15;0,5;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir
15;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir
16;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir
16;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir
16;0,4;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir
16;0,3;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir
16;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne
19;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne
24;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir
24;1,9;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir
24;1,7;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir
24;1,4;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir
24;2,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir
24;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir
26;1,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir
26;1,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir
26;2,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir
26;2,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir
V11;1,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir
V11;2,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir
V11;1,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir
V11;2,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir
V11;2,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir
V11;1,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir
V12;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir
V12;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir
V12;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir
V12;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir
V12;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir
V12;1,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir
V13;0,6;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir
V13;2;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir
V17;1;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir
V17;1,1;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir
V17;1,1;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir
V22;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour
V22;0,9;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour
V25;0,9;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir
V25;0,8;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;(Schenck 1868);V. Van Keymeulen;G. Noël;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir
G12;0,6;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G12;Auderghem;Rue Léon Vande Woesteyne, 7-15;50,8045686;4,4376087;200;35;1,5;03.VI.2020;13H00;;Trottoir_Rue
G12;0,5;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G12;Auderghem;Rue Léon Vande Woesteyne, 7-15;50,8045686;4,4376087;200;35;1,5;03.VI.2020;13H00;;Trottoir_Rue
G12;0,8;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G12;Auderghem;Rue Léon Vande Woesteyne, 7-15;50,8045686;4,4376087;200;35;1,5;03.VI.2020;13H00;;Trottoir_Rue
G12;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G12;Auderghem;Rue Léon Vande Woesteyne, 7-15;50,8045686;4,4376087;200;35;1,5;03.VI.2020;13H00;;Trottoir_Rue
G12;0,9;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G12;Auderghem;Rue Léon Vande Woesteyne, 7-15;50,8045686;4,4376087;200;35;1,5;03.VI.2020;13H00;;Trottoir_Rue
G12;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G12;Auderghem;Rue Léon Vande Woesteyne, 7-15;50,8045686;4,4376087;200;35;1,5;03.VI.2020;13H00;;Trottoir_Rue
G2;1,5;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G2;Woluwé-Saint-Lambert;Rue Abbé Jean Heyman, entrée de l'école Princesse Paola;50,8496;4,426647;200;40;5;26.V.2020;16H00;dalles béton;Trottoir
G2;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G2;Woluwé-Saint-Lambert;Rue Abbé Jean Heyman, entrée de l'école Princesse Paola;50,8496;4,426647;200;40;5;26.V.2020;16H00;dalles béton;Trottoir
G2;2;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G2;Woluwé-Saint-Lambert;Rue Abbé Jean Heyman, entrée de l'école Princesse Paola;50,8496;4,426647;200;40;5;26.V.2020;16H00;dalles béton;Trottoir
G9;1,1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G9;Ixelles;Avenue George Bergmann, 109;50,8083533;4,3889264;35;11;2;28.V.2020;17H00;dalles béton;Trottoir
G9;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G9;Ixelles;Avenue George Bergmann, 109;50,8083533;4,3889264;35;11;2;28.V.2020;17H00;dalles béton;Trottoir
G9;0,9;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);G. Noël;J. Bonnet;G9;Ixelles;Avenue George Bergmann, 109;50,8083533;4,3889264;35;11;2;28.V.2020;17H00;dalles béton;Trottoir
V10;1,3;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V10;Anderlecht;Rue Pierre Marchant, pont du canal;50,83187;4,314966;50;0,833333333;2;27.V.2020;15H30;dalles béton;trottoir
V10;1,2;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V10;Anderlecht;Rue Pierre Marchant, pont du canal;50,83187;4,314966;50;0,833333333;2;27.V.2020;15H30;dalles béton;trottoir
V10;1,3;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V10;Anderlecht;Rue Pierre Marchant, pont du canal;50,83187;4,314966;50;0,833333333;2;27.V.2020;15H30;dalles béton;trottoir
V10;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V10;Anderlecht;Rue Pierre Marchant, pont du canal;50,83187;4,314966;50;0,833333333;2;27.V.2020;15H30;dalles béton;trottoir
V10;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V10;Anderlecht;Rue Pierre Marchant, pont du canal;50,83187;4,314966;50;0,833333333;2;27.V.2020;15H30;dalles béton;trottoir
V10;1,6;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V10;Anderlecht;Rue Pierre Marchant, pont du canal;50,83187;4,314966;50;0,833333333;2;27.V.2020;15H30;dalles béton;trottoir
V18;0,7;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V18;Watermael-Boitsfort;Avenue Coloniale, 34;50,8040587;4,405511;70;1,029411765;6;03.VI.2020;13H30;dalles béton;cour-trottoir
V18;1,2;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V18;Watermael-Boitsfort;Avenue Coloniale, 34;50,8040587;4,405511;70;1,029411765;6;03.VI.2020;13H30;dalles béton;cour-trottoir
V18;0,7;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V18;Watermael-Boitsfort;Avenue Coloniale, 34;50,8040587;4,405511;70;1,029411765;6;03.VI.2020;13H30;dalles béton;cour-trottoir
V23;1,4;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V23;Uccle;Avenue latérale 165;50,7956279;4,3652847;85;17;2;16.VI.2020;13H00;pavés béton;trottoir
V23;0,7;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V23;Uccle;Avenue latérale 165;50,7956279;4,3652847;85;17;2;16.VI.2020;13H00;pavés béton;trottoir
V23;0,9;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V23;Uccle;Avenue latérale 165;50,7956279;4,3652847;85;17;2;16.VI.2020;13H00;pavés béton;trottoir
V25;0,8;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir
V25;0,9;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir
V8;0,6;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V8;Uccle;Rue Molenvelt X Avenue Reisdorff;50,792973;4,324441;400;10,38961039;3,5;27.V.2020;12H00;dalles béton;trottoir
V8;0,6;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V8;Uccle;Rue Molenvelt X Avenue Reisdorff;50,792973;4,324441;400;10,38961039;3,5;27.V.2020;12H00;dalles béton;trottoir
V8;1;Melittidae;Dasypoda;hirtipes;female;Dasypoda_hirtipes;(Fabricius 1793);V. Van Keymeulen;J. Bonnet;V8;Uccle;Rue Molenvelt X Avenue Reisdorff;50,792973;4,324441;400;10,38961039;3,5;27.V.2020;12H00;dalles béton;trottoir
